zip,week,deaths_weekly,wave,population,alpha_vaxleveldec,alpha_recoveredleveldec,dec65plus
60607,20,0,1,29293,4.2299999999999995,0.8394496978800396,0.5270883828901103
60607,21,1,1,29293,4.2299999999999995,0.8394496978800396,0.5270883828901103
60607,22,0,1,29293,4.2299999999999995,0.8394496978800396,0.5270883828901103
60607,23,0,1,29293,4.2299999999999995,0.8394496978800396,0.5270883828901103
60607,24,0,1,29293,4.2299999999999995,0.8394496978800396,0.5270883828901103
60607,25,0,1,29293,4.2299999999999995,0.8394496978800396,0.5270883828901103
60607,26,0,1,29293,4.2299999999999995,0.8394496978800396,0.5270883828901103
60608,0,5,0,80059,3.6799999999999997,0.9401816160581571,0.9916436627986859
60608,1,2,0,80059,3.6799999999999997,0.9401816160581571,0.9916436627986859
60608,2,6,0,80059,3.6799999999999997,0.9401816160581571,0.9916436627986859
60608,3,3,0,80059,3.6799999999999997,0.9401816160581571,0.9916436627986859
60608,4,2,0,80059,3.6799999999999997,0.9401816160581571,0.9916436627986859
60608,5,0,0,80059,3.6799999999999997,0.9401816160581571,0.9916436627986859
60608,6,2,0,80059,3.6799999999999997,0.9401816160581571,0.9916436627986859
60608,7,1,0,80059,3.6799999999999997,0.9401816160581571,0.9916436627986859
60608,8,2,0,80059,3.6799999999999997,0.9401816160581571,0.9916436627986859
60608,9,4,0,80059,3.6799999999999997,0.9401816160581571,0.9916436627986859
60608,10,2,0,80059,3.6799999999999997,0.9401816160581571,0.9916436627986859
60608,11,1,0,80059,3.6799999999999997,0.9401816160581571,0.9916436627986859
60608,12,0,0,80059,3.6799999999999997,0.9401816160581571,0.9916436627986859
60608,13,0,0,80059,3.6799999999999997,0.9401816160581571,0.9916436627986859
60608,14,0,0,80059,3.6799999999999997,0.9401816160581571,0.9916436627986859
60608,15,0,0,80059,3.6799999999999997,0.9401816160581571,0.9916436627986859
60608,16,0,1,80059,3.6799999999999997,0.9401816160581571,0.9916436627986859
60608,17,0,1,80059,3.6799999999999997,0.9401816160581571,0.9916436627986859
60608,18,0,1,80059,3.6799999999999997,0.9401816160581571,0.9916436627986859
60608,19,1,1,80059,3.6799999999999997,0.9401816160581571,0.9916436627986859
60608,20,0,1,80059,3.6799999999999997,0.9401816160581571,0.9916436627986859
60608,21,1,1,80059,3.6799999999999997,0.9401816160581571,0.9916436627986859
60608,22,1,1,80059,3.6799999999999997,0.9401816160581571,0.9916436627986859
60608,23,0,1,80059,3.6799999999999997,0.9401816160581571,0.9916436627986859
60608,24,0,1,80059,3.6799999999999997,0.9401816160581571,0.9916436627986859
60608,25,2,1,80059,3.6799999999999997,0.9401816160581571,0.9916436627986859
60608,26,0,1,80059,3.6799999999999997,0.9401816160581571,0.9916436627986859
60609,0,6,0,60939,2.8899999999999997,1.101593396675364,1.209898423013177
60609,1,2,0,60939,2.8899999999999997,1.101593396675364,1.209898423013177
60609,2,1,0,60939,2.8899999999999997,1.101593396675364,1.209898423013177
60609,3,2,0,60939,2.8899999999999997,1.101593396675364,1.209898423013177
60609,4,4,0,60939,2.8899999999999997,1.101593396675364,1.209898423013177
60609,5,2,0,60939,2.8899999999999997,1.101593396675364,1.209898423013177
60609,6,3,0,60939,2.8899999999999997,1.101593396675364,1.209898423013177
60609,7,4,0,60939,2.8899999999999997,1.101593396675364,1.209898423013177
60609,8,1,0,60939,2.8899999999999997,1.101593396675364,1.209898423013177
60609,9,0,0,60939,2.8899999999999997,1.101593396675364,1.209898423013177
60609,10,1,0,60939,2.8899999999999997,1.101593396675364,1.209898423013177
60609,11,0,0,60939,2.8899999999999997,1.101593396675364,1.209898423013177
60609,12,4,0,60939,2.8899999999999997,1.101593396675364,1.209898423013177
60609,13,1,0,60939,2.8899999999999997,1.101593396675364,1.209898423013177
60609,14,1,0,60939,2.8899999999999997,1.101593396675364,1.209898423013177
60609,15,1,0,60939,2.8899999999999997,1.101593396675364,1.209898423013177
60609,16,0,1,60939,2.8899999999999997,1.101593396675364,1.209898423013177
60609,17,2,1,60939,2.8899999999999997,1.101593396675364,1.209898423013177
60609,18,1,1,60939,2.8899999999999997,1.101593396675364,1.209898423013177
60609,19,1,1,60939,2.8899999999999997,1.101593396675364,1.209898423013177
60609,20,3,1,60939,2.8899999999999997,1.101593396675364,1.209898423013177
60609,21,3,1,60939,2.8899999999999997,1.101593396675364,1.209898423013177
60609,22,1,1,60939,2.8899999999999997,1.101593396675364,1.209898423013177
60609,23,2,1,60939,2.8899999999999997,1.101593396675364,1.209898423013177
60609,24,2,1,60939,2.8899999999999997,1.101593396675364,1.209898423013177
60609,25,1,1,60939,2.8899999999999997,1.101593396675364,1.209898423013177
60609,26,0,1,60939,2.8899999999999997,1.101593396675364,1.209898423013177
60610,0,1,0,40548,3.96,0.8027522935779817,1.6121633619414029
60610,1,0,0,40548,3.96,0.8027522935779817,1.6121633619414029
60610,2,1,0,40548,3.96,0.8027522935779817,1.6121633619414029
60610,3,1,0,40548,3.96,0.8027522935779817,1.6121633619414029
60610,4,0,0,40548,3.96,0.8027522935779817,1.6121633619414029
60610,5,1,0,40548,3.96,0.8027522935779817,1.6121633619414029
60610,6,1,0,40548,3.96,0.8027522935779817,1.6121633619414029
60610,7,2,0,40548,3.96,0.8027522935779817,1.6121633619414029
60610,8,1,0,40548,3.96,0.8027522935779817,1.6121633619414029
60610,9,0,0,40548,3.96,0.8027522935779817,1.6121633619414029
60610,10,0,0,40548,3.96,0.8027522935779817,1.6121633619414029
60610,11,0,0,40548,3.96,0.8027522935779817,1.6121633619414029
60610,12,1,0,40548,3.96,0.8027522935779817,1.6121633619414029
60610,13,0,0,40548,3.96,0.8027522935779817,1.6121633619414029
60610,14,0,0,40548,3.96,0.8027522935779817,1.6121633619414029
60610,15,0,0,40548,3.96,0.8027522935779817,1.6121633619414029
60610,16,0,1,40548,3.96,0.8027522935779817,1.6121633619414029
60610,17,0,1,40548,3.96,0.8027522935779817,1.6121633619414029
60610,18,0,1,40548,3.96,0.8027522935779817,1.6121633619414029
60610,19,1,1,40548,3.96,0.8027522935779817,1.6121633619414029
60610,20,0,1,40548,3.96,0.8027522935779817,1.6121633619414029
60610,21,0,1,40548,3.96,0.8027522935779817,1.6121633619414029
60610,22,0,1,40548,3.96,0.8027522935779817,1.6121633619414029
60610,23,0,1,40548,3.96,0.8027522935779817,1.6121633619414029
60610,24,0,1,40548,3.96,0.8027522935779817,1.6121633619414029
60610,25,0,1,40548,3.96,0.8027522935779817,1.6121633619414029
60610,26,0,1,40548,3.96,0.8027522935779817,1.6121633619414029
60611,0,2,0,33224,4.86,0.6395978810498435,2.149650854803756
60611,1,1,0,33224,4.86,0.6395978810498435,2.149650854803756
60611,2,1,0,33224,4.86,0.6395978810498435,2.149650854803756
60611,3,0,0,33224,4.86,0.6395978810498435,2.149650854803756
60611,4,0,0,33224,4.86,0.6395978810498435,2.149650854803756
60611,5,1,0,33224,4.86,0.6395978810498435,2.149650854803756
60611,6,0,0,33224,4.86,0.6395978810498435,2.149650854803756
60611,7,1,0,33224,4.86,0.6395978810498435,2.149650854803756
60611,8,0,0,33224,4.86,0.6395978810498435,2.149650854803756
60611,9,1,0,33224,4.86,0.6395978810498435,2.149650854803756
60611,10,0,0,33224,4.86,0.6395978810498435,2.149650854803756
60611,11,0,0,33224,4.86,0.6395978810498435,2.149650854803756
60611,12,0,0,33224,4.86,0.6395978810498435,2.149650854803756
60611,13,1,0,33224,4.86,0.6395978810498435,2.149650854803756
60611,14,0,0,33224,4.86,0.6395978810498435,2.149650854803756
60611,15,0,0,33224,4.86,0.6395978810498435,2.149650854803756
60611,16,0,1,33224,4.86,0.6395978810498435,2.149650854803756
60611,17,0,1,33224,4.86,0.6395978810498435,2.149650854803756
60611,18,0,1,33224,4.86,0.6395978810498435,2.149650854803756
60611,19,0,1,33224,4.86,0.6395978810498435,2.149650854803756
60611,20,1,1,33224,4.86,0.6395978810498435,2.149650854803756
60611,21,0,1,33224,4.86,0.6395978810498435,2.149650854803756
60611,22,0,1,33224,4.86,0.6395978810498435,2.149650854803756
60611,23,0,1,33224,4.86,0.6395978810498435,2.149650854803756
60611,24,1,1,33224,4.86,0.6395978810498435,2.149650854803756
60611,25,0,1,33224,4.86,0.6395978810498435,2.149650854803756
60611,26,0,1,33224,4.86,0.6395978810498435,2.149650854803756
60612,0,2,0,33735,2.86,0.9224840669927376,0.9856232399585001
60612,1,1,0,33735,2.86,0.9224840669927376,0.9856232399585001
60612,2,3,0,33735,2.86,0.9224840669927376,0.9856232399585001
60612,3,0,0,33735,2.86,0.9224840669927376,0.9856232399585001
60612,4,1,0,33735,2.86,0.9224840669927376,0.9856232399585001
60612,5,3,0,33735,2.86,0.9224840669927376,0.9856232399585001
60612,6,0,0,33735,2.86,0.9224840669927376,0.9856232399585001
60612,7,0,0,33735,2.86,0.9224840669927376,0.9856232399585001
60612,8,2,0,33735,2.86,0.9224840669927376,0.9856232399585001
60612,9,1,0,33735,2.86,0.9224840669927376,0.9856232399585001
60612,10,1,0,33735,2.86,0.9224840669927376,0.9856232399585001
60612,11,1,0,33735,2.86,0.9224840669927376,0.9856232399585001
60612,12,0,0,33735,2.86,0.9224840669927376,0.9856232399585001
60612,13,1,0,33735,2.86,0.9224840669927376,0.9856232399585001
60612,14,0,0,33735,2.86,0.9224840669927376,0.9856232399585001
60612,15,0,0,33735,2.86,0.9224840669927376,0.9856232399585001
60612,16,0,1,33735,2.86,0.9224840669927376,0.9856232399585001
60612,17,2,1,33735,2.86,0.9224840669927376,0.9856232399585001
60612,18,1,1,33735,2.86,0.9224840669927376,0.9856232399585001
60612,19,0,1,33735,2.86,0.9224840669927376,0.9856232399585001
60612,20,2,1,33735,2.86,0.9224840669927376,0.9856232399585001
60612,21,0,1,33735,2.86,0.9224840669927376,0.9856232399585001
60612,22,0,1,33735,2.86,0.9224840669927376,0.9856232399585001
60612,23,0,1,33735,2.86,0.9224840669927376,0.9856232399585001
60612,24,0,1,33735,2.86,0.9224840669927376,0.9856232399585001
60612,25,0,1,33735,2.86,0.9224840669927376,0.9856232399585001
60612,26,1,1,33735,2.86,0.9224840669927376,0.9856232399585001
60613,0,1,0,50761,4.34,0.7036898406256773,0.9660960185969543
60613,1,1,0,50761,4.34,0.7036898406256773,0.9660960185969543
60613,2,1,0,50761,4.34,0.7036898406256773,0.9660960185969543
60613,3,0,0,50761,4.34,0.7036898406256773,0.9660960185969543
60613,4,0,0,50761,4.34,0.7036898406256773,0.9660960185969543
60613,5,0,0,50761,4.34,0.7036898406256773,0.9660960185969543
60613,6,1,0,50761,4.34,0.7036898406256773,0.9660960185969543
60613,7,0,0,50761,4.34,0.7036898406256773,0.9660960185969543
60613,8,1,0,50761,4.34,0.7036898406256773,0.9660960185969543
60613,9,0,0,50761,4.34,0.7036898406256773,0.9660960185969543
60613,10,0,0,50761,4.34,0.7036898406256773,0.9660960185969543
60613,11,0,0,50761,4.34,0.7036898406256773,0.9660960185969543
60613,12,2,0,50761,4.34,0.7036898406256773,0.9660960185969543
60613,13,0,0,50761,4.34,0.7036898406256773,0.9660960185969543
