zip,week,deaths_weekly,wave,population,delta_vaxleveldec,delta_recoveredleveldec,dec65plus
60643,2,4,0,48887,5.42,0.9362407183913923,1.8755497371489351
60643,3,0,0,48887,5.42,0.9362407183913923,1.8755497371489351
60643,4,1,0,48887,5.42,0.9362407183913923,1.8755497371489351
60643,5,0,0,48887,5.42,0.9362407183913923,1.8755497371489351
60643,6,0,0,48887,5.42,0.9362407183913923,1.8755497371489351
60643,7,0,0,48887,5.42,0.9362407183913923,1.8755497371489351
60643,8,0,0,48887,5.42,0.9362407183913923,1.8755497371489351
60643,9,1,0,48887,5.42,0.9362407183913923,1.8755497371489351
60643,10,1,0,48887,5.42,0.9362407183913923,1.8755497371489351
60643,11,1,0,48887,5.42,0.9362407183913923,1.8755497371489351
60643,12,2,0,48887,5.42,0.9362407183913923,1.8755497371489351
60643,13,3,1,48887,5.42,0.9362407183913923,1.8755497371489351
60643,14,2,1,48887,5.42,0.9362407183913923,1.8755497371489351
60643,15,1,1,48887,5.42,0.9362407183913923,1.8755497371489351
60643,16,1,1,48887,5.42,0.9362407183913923,1.8755497371489351
60643,17,0,1,48887,5.42,0.9362407183913923,1.8755497371489351
60643,18,3,1,48887,5.42,0.9362407183913923,1.8755497371489351
60643,19,2,1,48887,5.42,0.9362407183913923,1.8755497371489351
60643,20,1,1,48887,5.42,0.9362407183913923,1.8755497371489351
60643,21,1,1,48887,5.42,0.9362407183913923,1.8755497371489351
60643,22,1,1,48887,5.42,0.9362407183913923,1.8755497371489351
60643,23,0,1,48887,5.42,0.9362407183913923,1.8755497371489351
60643,24,0,1,48887,5.42,0.9362407183913923,1.8755497371489351
60643,25,0,1,48887,5.42,0.9362407183913923,1.8755497371489351
60644,0,0,0,46591,4.01,0.9974029318967182,1.3886802172093324
60644,1,0,0,46591,4.01,0.9974029318967182,1.3886802172093324
60644,2,0,0,46591,4.01,0.9974029318967182,1.3886802172093324
60644,3,1,0,46591,4.01,0.9974029318967182,1.3886802172093324
60644,4,2,0,46591,4.01,0.9974029318967182,1.3886802172093324
60644,5,0,0,46591,4.01,0.9974029318967182,1.3886802172093324
60644,6,1,0,46591,4.01,0.9974029318967182,1.3886802172093324
60644,7,1,0,46591,4.01,0.9974029318967182,1.3886802172093324
60644,8,0,0,46591,4.01,0.9974029318967182,1.3886802172093324
60644,9,0,0,46591,4.01,0.9974029318967182,1.3886802172093324
60644,10,0,0,46591,4.01,0.9974029318967182,1.3886802172093324
60644,11,0,0,46591,4.01,0.9974029318967182,1.3886802172093324
60644,12,3,0,46591,4.01,0.9974029318967182,1.3886802172093324
60644,13,0,1,46591,4.01,0.9974029318967182,1.3886802172093324
60644,14,0,1,46591,4.01,0.9974029318967182,1.3886802172093324
60644,15,1,1,46591,4.01,0.9974029318967182,1.3886802172093324
60644,16,1,1,46591,4.01,0.9974029318967182,1.3886802172093324
60644,17,1,1,46591,4.01,0.9974029318967182,1.3886802172093324
60644,18,2,1,46591,4.01,0.9974029318967182,1.3886802172093324
60644,19,2,1,46591,4.01,0.9974029318967182,1.3886802172093324
60644,20,3,1,46591,4.01,0.9974029318967182,1.3886802172093324
